Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Social Entrepreneurs,Alex Holmes,29,United Kingdom,Founder, Anti-Bullying Ambassadors,"As a former victim of bullying, Holmes decided to found the Anti-Bullying Ambassadors, which became a part of the Diana Award. The program has trained over 28,000 young people in almost 3,000 schools about how to deal with bullying. The initiative has spread from the UK to Greece, Malta, Italy and more.",https://ie.linkedin.com/in/abcholmes,Alex Holmes ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Hera Hussain,28,United Kingdom,Founder, CHAYN,"Hussain was inspired to found CHAYN after helping a woman from her native Pakistan build a case for asylum in the UK after experiencing domestic abuse. Encountering a lack of support and resources for these types of cases, she saw the opportunity to use technology to build an open-source platform to better advise women in similarly vulnerable situations.",https://www.linkedin.com/in/herahussain,Hera Hussain ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Flore de Taisne,28,United Kingdom,Cofounders, ISHKAR,"De Taisne and Le Brun met and cofounded ISHKAR, an online marketplace for artisans, while working in Afghanistan. The platform helps jewelers, weavers and artists in war-torn countries connect to the international market both online and in-store in London.",https://af.linkedin.com/in/flore-de-taisne/en,Flore de Taisne ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Edmund Le Brun,27,United Kingdom,Cofounders, ISHKAR,"De Taisne and Le Brun met and cofounded ISHKAR, an online marketplace for artisans, while working in Afghanistan. The platform helps jewelers, weavers and artists in war-torn countries connect to the international market both online and in-store in London.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Rogelio Arellano,29,United Kingdom,Cofounders, Mindmate,"MindMate is taking senior care into the digital age through an internationally top-rated app geared towards individuals living with Alzheimer's, dementia, and other cognitive disabilities. The Techstar graduates have developed games, workouts, recipes, and problem solving activities to stimulate cognitive abilities and keep users active.",https://www.linkedin.com/in/royare,Rogelio Arellano ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Susanne Mitschke,27,United Kingdom,Cofounders, Mindmate,"MindMate is taking senior care into the digital age through an internationally top-rated app geared towards individuals living with Alzheimer's, dementia, and other cognitive disabilities. The Techstar graduates have developed games, workouts, recipes, and problem solving activities to stimulate cognitive abilities and keep users active.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Patrick Renner,28,United Kingdom,Cofounders, Mindmate,"MindMate is taking senior care into the digital age through an internationally top-rated app geared towards individuals living with Alzheimer's, dementia, and other cognitive disabilities. The Techstar graduates have developed games, workouts, recipes, and problem solving activities to stimulate cognitive abilities and keep users active.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Daniel Miodovnik,29,United Kingdom,Cofounder, Social Finance Digital Labs,"Swiss Miodovnik cofounded Digital Labs to harness big data to aid governments in providing better, more personalized services to their most vulnerable citizens. They deploy open source digital models to created insights for government services addressing domestic abuse, underemployment, crime and more.",https://uk.linkedin.com/in/daniel-miodovnik-5b942122,Daniel Miodovnik ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Chester Mojay-Sinclare,28,United Kingdom,Founder, Charity Checkout,"While still in university, Mojay-Sinclare founded Charity Checkout as a one-stop-shop for charities to fundraise with digital marketing, website creation and payment processing. The platform has helped over 2,000 clients raise an estimated $25 million total.",https://www.linkedin.com/in/chesterms,Chester Mojay-Sinclare ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,James Grant,26,United Kingdom,Cofounders, MyTutor,London-based edtech startup MyTutor recently closed a $4 million series A with Mobeus Equity Partners to expand their one-on-one online tutoring operations. The personalized platform even allows users to interview potential tutors for free in order to find the right fit.,https://za.linkedin.com/in/jameshsgrant,James Grant - Co-Founder & Chief Commercial Officer - MyTutor ...,FALSE,NO
30 Under 30 - Europe - Social Entrepreneurs,Bertie Hubbard,27,United Kingdom,Cofounders, MyTutor,London-based edtech startup MyTutor recently closed a $4 million series A with Mobeus Equity Partners to expand their one-on-one online tutoring operations. The personalized platform even allows users to interview potential tutors for free in order to find the right fit.,,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Karen Dolva,27,United Kingdom,Cofounders, No Isolation,"Dolva and Doyle are putting an end to loneliness. Their first product, AV1, is a robot with a camera, speaker and microphone that allows kids with illnesses that take them out of school still be present and interactive in class. Their next product with be a communications tool targeted towards senior citizens. No Isolation was named Norway's Startup of the Year and Best Social Impact Startup in 2017.",https://www.linkedin.com/today/author/karen-dolva-22632a60,Karen Dolva ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Matthew Powell,28,United Kingdom,Founder, Breaking Barriers,"Powell is bridging the gap between refugees and the private sector through English language support, employment training and employment placement. He partners with corporations like Accenture, IKEA, Thomson Reuters and Bank of America, enabling them to create a scalable, business-led response to the refugee crisis.",https://za.linkedin.com/in/matthew-powell-36a6638a,Matthew Powell ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Michael Brennan,27,United Kingdom,Cofounders, Tootoot,Cellphones are increasingly the source of bullying in school. Tootoot is is trying to flip the script with an app for students to report bullying anonymously. The comprehensive platform also provides structure for administrative officials to formally manage and respond to cases of bullying from start to finish. Early this year the company intends to launch an updated version adapted for harassment in the workplace.,https://www.linkedin.com/in/michael-brennan-625b9568,Michael Brennan ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Kieran Innes,26,United Kingdom,Cofounders, Tootoot,Cellphones are increasingly the source of bullying in school. Tootoot is is trying to flip the script with an app for students to report bullying anonymously. The comprehensive platform also provides structure for administrative officials to formally manage and respond to cases of bullying from start to finish. Early this year the company intends to launch an updated version adapted for harassment in the workplace.,,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Andrew Mitson,23,United Kingdom,Cofounders, Up Learn,"Up Learn deploys neuroscience-informed artificial intelligence to determine students' strengths and weaknesses to construct personalized learning experiences. In addition to guaranteeing A*/A, the company works with charities to give a course free to a child in need for every course sold.",https://www.linkedin.com/in/andrew-mitson,Andrew Mitson ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Guy Riese,23,United Kingdom,Cofounders, Up Learn,"Up Learn deploys neuroscience-informed artificial intelligence to determine students' strengths and weaknesses to construct personalized learning experiences. In addition to guaranteeing A*/A, the company works with charities to give a course free to a child in need for every course sold.",,,FALSE,
30 Under 30 - Europe - Finance,Hussam El-Sheikh,27,United Kingdom,Cofounders, 9fin,"Hunter and El-Sheikh cofounded 9fin, AI powered financial data platform for the bond market using machine learning and computer vision to extract key data from a range of financial documents. This process of making data easier to search, filter and analyze helps finance professionals make better investment decisions. Before founding 9fin, Hunter worked for Babson Capital Management and JP Morgan, and El-Sheikh worked for Deutsche Bank.",https://www.linkedin.com/in/hussamelsheikh,Hussam EL-Sheikh ,FALSE,NO
30 Under 30 - Europe - Finance,Steven Hunter,26,United Kingdom,Cofounders, 9fin,"Hunter and El-Sheikh cofounded 9fin, AI powered financial data platform for the bond market using machine learning and computer vision to extract key data from a range of financial documents. This process of making data easier to search, filter and analyze helps finance professionals make better investment decisions. Before founding 9fin, Hunter worked for Babson Capital Management and JP Morgan, and El-Sheikh worked for Deutsche Bank.",,,FALSE,
30 Under 30 - Europe - Finance,Alexandru Agachi,29,United Kingdom,Cofounder, Empiric Capital,"Agachi cofounded Empiric Capital after studying international relations in Kyoto, Japan and energy science at Pierre et Marie Curie University in Paris. Empiric Capital specializes in scientific asset management operating on financial markets. The company's entire investment system is based on machine learning methods. Agachi also teaches a module on big data for healthcare at Pierre et Marie Curie University, which houses the largest biomedical innovation program in France.",https://www.linkedin.com/in/alexandru-agachi-3a5a3352,Alexandru Agachi ,TRUE,NO
30 Under 30 - Europe - Finance,Angelica Anton,27,United Kingdom,Founder, SILK Ventures,Anton heads investment company SILK Ventures as founding partner. The company oversees a $500 million fund that invests in growth-stage technology companies looking to expand to China.,https://www.linkedin.com/in/angelicaanton,Angelica Anton (??) ,FALSE,NO
30 Under 30 - Europe - Finance,Sia Houchangnia,29,United Kingdom,Partner, Seedcamp,"Houchangnia is a partner at Seedcamp, a London-based seed fund. In the business for ten years, Seedcamp has backed over 240 startups across Europe and has a portfolio market cap over $3 billion. Houchangnia joined the company as an intern and worked his way up to partner in less than four years.",https://uk.linkedin.com/in/siahouchangnia,Sia Houchangnia ,TRUE,NO
30 Under 30 - Europe - Finance,Tej Johar,29,United Kingdom,CIO, Broad Bridge Capital,"Johar is CIO at Broad Bridge Capital focusing on event-driven investing. The company's specialty is index rebalance investing, part of the passive asset supertrend, and corporations undergoing large changes such as M&amp;A. Johar is responsible for allocating capital, meeting with portfolio companies and the training of the Broad Bridge Capital team.",https://www.linkedin.com/in/tej-johar-16799688,Tej Johar ,TRUE,NO
30 Under 30 - Europe - Finance,Natasa Kovacevic,29,United Kingdom,Principal, Canada Pension Plan Investment Board,"A Harvard Law School graduate, Kovacevic is a Principal at Canada Pension Plan Investment Board (CPPIB). As a member of the Portfolio Value Creation team, Kovacevic focuses on driving value creation across CPPIB's global direct investments portfolio, which includes active engagement throughout the asset lifecycle on strategic interventions, operational improvements, risk mitigation and governance.",https://www.linkedin.com/in/kovacevicnatasa/,Elisabeth Rehder ,FALSE,YES
30 Under 30 - Europe - Finance,Nataliia Lipikhina,26,United Kingdom,Equity Analyst, Mirabaud Securities,"Ukrainian Lipikhina has been with Swiss private bank Mirabaud for more than four years. She focuses on both long and short idea generation, conducts differentiated research among 600 European companies and works alongside the strategy team identifying stocks of interest.",https://www.linkedin.com/in/nataliia-lipikhina-81b15439,Nataliia Lipikhina ,TRUE,NO
30 Under 30 - Europe - Finance,Lulu Meng,29,United Kingdom,Quantitative Trader, Citadel Investment,"A space physicist by training, Meng focuses on quantitative trading based on combining fundamental research with rigorous mathematical models and daily risk management of fixed income assets. Citadel, which Meng joined after a stint at RBS' Markets and International Banking department, is a multi-strategy hedge fund with over $25 billion under management.",https://www.linkedin.com/in/lulu-meng-a59b9616/,Citadel LLC - Careers & Employment ,FALSE,YES
30 Under 30 - Europe - Finance,Elena Mustatea,29,United Kingdom,Entrepreneur in Residence, Zinc VC,"Zinc is an impact platform for building new companies that solve the developed world's toughest social issues using exponential technologies. After investing in technology companies with European venture capital fund Atomico, Elena joined Zinc as entrepreneur in residence to build a digital health venture looking to revolutionize the management and treatment of long term conditions.",https://uk.linkedin.com/in/elena-mustatea-750a7116,Elena Mustatea ,TRUE,NO
30 Under 30 - Europe - Finance,Natasha Ratanshi Stein,26,United Kingdom,Principal, Piton Capital,"Stein, now a principal at London-based Piton Capital, has been at the company since day one in 2014. Her focus has been on sourcing new investments for the fund that exclusively focuses on online businesses with network effects. More than 30 investments have been made since she joined Piton.",https://www.linkedin.com/in/natasha-ratanshi-stein-69333723/,Top 17 Natasha Stein profiles ,FALSE,YES
30 Under 30 - Europe - Finance,Hinal Shah,29,United Kingdom,Associate Investment Director, Cambridge Associates,"Kenyan-born Shah is an associate investment director at Cambridge Associates, a privately held independent investment advisory firm. The firm's focus is on helping institutional investors and private clients around the globe to build diversified multi-asset portfolios. Shah is part of the private investments research team that sources, assesses and monitors PE and VC strategies across the EMEA region.",https://www.linkedin.com/in/hinalshah,Hinal Nitish Shah ,FALSE,NO
30 Under 30 - Europe - Finance,Vandit Shah,27,United Kingdom,Portfolio Strategist, Alphadyne Asset Management,Alphadyne Asset Management is a multi-billion dollar hedge fund focusing on interest rates and currencies using cash and derivative products. Shah is a macro portfolio manager (youngest at the firm) with multi-million trading interest rates and currencies in developed and emerging markets. He also serves as chief investment strategist for a portfolio managed by a senior portfolio manager.,https://www.linkedin.com/in/vandit-d-shah-27583912,Vandit D. Shah ,FALSE,NO
30 Under 30 - Europe - Industry,Keila Ismerai Abreu Pena,28,United Kingdom,Project Development Manager, UK Power Reserve,"Abreu Pena is a Land and Planning Manager at UK Power Reserve, which provides low-carbon electricity and services. Her team identifies ideal sites for the company's projects in their early stages. Her work in this role has helped give UKPR a competitive advantage in that aspect of the business. Abreu also took a new approach to engaging the local planning authorities that led to a 92% success rate on planning applications.",https://www.linkedin.com/in/keila-i-abreu,Keila I. Abreu ,FALSE,NO
30 Under 30 - Europe - Industry,Anton Adamovitch,28,United Kingdom,CEO, Conelum Biotech,"Adamovitch is the cofounder of Conelum, which manufactures rapid microbiological tests for testing the safety of commercial food and drink products. The tests deliver outcomes within 30 minutes. These tests are performed quickly thanks to the company's machine learning and vision system.",https://www.linkedin.com/in/aadamovitch,Anton Adamovitch ,TRUE,NO
30 Under 30 - Europe - Industry,Simon Crowther,24,United Kingdom,Founder, Flood Protection Solutions,"Crowther is the founder of Flood Protection Solutions Ltd, which launched in 2012. The company distributes the Water-Gate barrier, a temporary flood defense system that's easier and safer to use than traditional sandbags. Since its founding, the company's also started manufacturing a line of water pumps. Crowther was also winner of the 2016 Young Entrepreneur of the Year award at the Great British Entrepreneur Awards.",https://www.linkedin.com/in/simon-crowther-beng-hons-78b3183a,Simon Crowther BEng (Hons) ,FALSE,NO
30 Under 30 - Europe - Industry,Jean de La Verpilli?re,28,United Kingdom,Cofounders, Echion Technologies,"Groombridge, Hoecker and de La Verpilli?re are cofounders of Echion Technologies, a spinout from the University of Cambridge.  The company's aim is to commercialize an improvement to lithium-ion batteries. Echion's technology would enable the next generation of lithium-ion batteries to hold more electricity and charge more quickly. The company is primarily targeting electric busses and light duty fleet vehicles as customers.",https://www.linkedin.com/in/jean-de-la-verpilli%C3%A8re-95268729,Jean de La Verpilli?re ,TRUE,NO
30 Under 30 - Europe - Industry,Alex Groombridge,27,United Kingdom,Cofounders, Echion Technologies,"Groombridge, Hoecker and de La Verpilli?re are cofounders of Echion Technologies, a spinout from the University of Cambridge.  The company's aim is to commercialize an improvement to lithium-ion batteries. Echion's technology would enable the next generation of lithium-ion batteries to hold more electricity and charge more quickly. The company is primarily targeting electric busses and light duty fleet vehicles as customers.",,,FALSE,
30 Under 30 - Europe - Industry,Christian Hoecker,29,United Kingdom,Cofounders, Echion Technologies,"Groombridge, Hoecker and de La Verpilli?re are cofounders of Echion Technologies, a spinout from the University of Cambridge.  The company's aim is to commercialize an improvement to lithium-ion batteries. Echion's technology would enable the next generation of lithium-ion batteries to hold more electricity and charge more quickly. The company is primarily targeting electric busses and light duty fleet vehicles as customers.",,,FALSE,
30 Under 30 - Europe - Industry,Lorenzo Ferrario,28,United Kingdom,Chief Technical Officer, D-Orbit,"Ferrario is CTO of D-Orbit, which provides a number of services for satellites, from decommissioning to cubesat deployment. The company has raised nearly $8 million in venture funding to date.  As CTO, Ferrario's job is to manage the technical aspects and lead research and development. The company's first satellite, D-SAT, recently succeeded in its three-month mission and successfully demonstrated the company's technology.",https://www.linkedin.com/in/ferrariolorenzo?authType=OUT_OF_NETWORK&amp;authToken=jilv&amp;locale=it_IT&amp;srchid=3985364581466509791217&amp;srchindex=15&amp;srchtotal=27&amp;trkInfo=VSRPsearchId%3A3985364581466509791217%2CVSRPtargetId%3A95475523%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Afalse%2CauthType%3AOUT_OF_NETWORK,Lorenzo Ferrario ,TRUE,NO
30 Under 30 - Europe - Industry,Hussain Hilli,27,United Kingdom,Cofounder, Byoot,"Hilli is a cofounder of Byoot, which allows customers to manage the building of their homes from start to finish. From submitting plans for a home, finding contractors, and monitoring costs and quotes, the solution allows customers to manage the whole process. The company is actively building homes in the London area.",https://www.linkedin.com/in/hussainalhilli,Hussain Hilli ,TRUE,NO
30 Under 30 - Europe - Industry,Jessica Leigh Jones,23,United Kingdom,Engineer, Sony,Jones is an electrician and astrophysicist now working in manufacturing. She leads a team of engineers to develop the next generation of manufacturing systems for Sony factories globally. Her responsibility is to challenge the status quo and develop smarter ways of working that will enable profitable manufacturing of mass-customized high-value goods. Jessica also pioneered the development and implementation of the first-ever Higher Software-Electronics Apprenticeship in Sony and in Wales.,https://www.linkedin.com/in/jessicaleighjones,Jessica Leigh Jones - Engineer ,FALSE,NO
30 Under 30 - Europe - Industry,Rohan Kamdar,27,United Kingdom,Founder, effie,"Kamdar is the founder &amp; CEO of Effie, which is manufacturing a robot that can iron clothes. The startup's product, which launches next year, is capable of handling 12 clothes at once - enabling customers to remove the wrinkles from their shirts at the touch of a button.",https://www.linkedin.com/in/rohankamdar,Rohan Kamdar ,TRUE,NO
30 Under 30 - Europe - Industry,Siddartha Khastgir,29,United Kingdom,PhD Researcher, University of Warwick,"Khastgir is a PhD researcher at the University of Warwick, where his work is focused on developing standards for driverless vehicles and developing test methodologies for driverless systems. He is also a UK representative to the ISO technical committee responsible for creating standards in the field of Advanced Driver Assistance Systems and Automated Driving.",https://www.linkedin.com/in/siddarthakhastgir,Siddartha Khastgir ,TRUE,NO
30 Under 30 - Europe - Industry,Pae Natwilai,28,United Kingdom,Founder, Trik,"Natwilai is the founder of Trik, which provides real-time 3D mapping and a 3D reporting system for structural inspections using drones. The company's drones use advanced computer vision technology together with a data management system that automatically turns drone photos into an interactive 3D model. This makes it easier to search look through the structural history of a building and plan repairs or maintenance.",https://www.linkedin.com/in/paenatwilai,Pae Natwilai ,TRUE,NO
30 Under 30 - Europe - Industry,Willem Sundblad,29,United Kingdom,Cofounders, Oden Technologies,"Sundblad and Brand cofounded Oden Technologies, a manufacturing analytics company. The company provides data analytics using data from industrial IoT and their own analytics, enabling its customers to monitor and optimize production in real time. The company has raised $5.9 million in funding to date and has offices in New York and London.",,,FALSE,
30 Under 30 - Europe - Industry,Simon Phelan,28,United Kingdom,Founder, HomeTree,"Phelan is the Founder &amp; CEO of Hometree, a London based start-up which leverages 21st-century technology for a prosaic task - installing boilers. The company has a hybrid e-commerce/traditional model, which enables direct interaction with customers and transparent pricing. The company has raised over $6 million to date in funding.",https://www.linkedin.com/in/simon-phelan-004b8818,Simon Phelan ,TRUE,NO
30 Under 30 - Europe - Industry,Jamie Potter,26,United Kingdom,Founder, Flexciton,"Potter is the founder and CEO of Flexciton, which created an AI solution for industrial planning and scheduling. The solution also provides real-time data and analysis from industrial plants that use the app. The company has raised over $1 million in funding so far and its customers come from a wide variety of industries including automotive, oil&amp;gas and power generation.",https://www.linkedin.com/in/jamie-potter-b072b659,Jamie Potter ,TRUE,NO
30 Under 30 - Europe - Industry,Irene-Marie Seelig,29,United Kingdom,Founder, Amadou Leather,"Seelig is the founder of Amadou Leather, which manufactures products made from a vegan leather alternative that uses mushrooms instead of animal products. Seelig won the 2016 Kering Award for Sustainable Fashion in material innovation for this development. She is also the Innovation Development Manager at Swarovski, leading a team to commercialize new, innovative materials, particularly materials that can be sustainably produced.",https://www.linkedin.com/in/irenemarieseelig,Irene-Marie Seelig ,TRUE,NO
30 Under 30 - Europe - Industry,Joseph Valente,28,United Kingdom,Managing Director, ImpraGas,"Valente founded ImpraGas in 2012 when he was just 22 years old. The company's initial focus is simply on installing new, energy-efficient boilers for its customers' homes. The company also provides smart home installations in partnership with Nest. Valente was also the winner of The Apprentice UK in 2015.",https://www.linkedin.com/in/joseph-valente-206794b0,JOSEPH VALENTE ,FALSE,NO
30 Under 30 - Europe - Media & Marketing,Dolly Alderton,29,United Kingdom,Writer,,"A storyteller in many senses of the word, Alderton has written about everything from dating and beauty to feminism and books for magazines and newspapers including the Sunday Times, Telegraph, GQ and Marie Claire. Her memoir, ""Everything I Know About Love"", is due out this spring, and her lifestyle newsletter, ""The Dolly Mail"", boasts over 9,000 subscribers. She cohosts the pop-culture and news podcast ""The High Low"" that peaked at number 2 on iTunes and that counts NARs, Sainsburys Home, Heist, Pop Chips, Papier and Google among its sponsors.",NO PROFILE,Matt Alderton ,FALSE,YES
30 Under 30 - Europe - Media & Marketing,Toby Andrews,27,United Kingdom,General Manager," International Marketing, Sony Music International","Andrews oversees marketing for Sony Music's international department, handling global projects for industry powerhouses like Martin Garrix, Jean-Michel Jarre and Kygo. Between Martin Garrix and Kygo, alone, his leadership has contributed to over 30 million singles sold in the past two years, and he has exposed some of his clients on the biggest world stages, including at the 2016 Olympics.",https://uk.linkedin.com/in/tobyandrews,Toby Andrews ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Bola Awoniyi,27,United Kingdom,Cofounders, Black Ballad,"After experiencing--and growing increasingly frustrated--with the lack of diversity within the 94%-white British media industry, Oredein decided to partner with Awoniyi to create Black Ballad, a platform that works to elevate and unite the voices of black women in Britain. Through paid subscriptions, a newsletter and events, Black Ballad fosters conversations about mental health, politics, dating, beauty and higher education. Since its founding, it has employed dozens of black, female writers and partnered with 25 black-owned businesses.",https://www.linkedin.com/in/bolaawoniyi,Bola Awoniyi ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Tobi Oredein,28,United Kingdom,Cofounders, Black Ballad,"After experiencing--and growing increasingly frustrated--with the lack of diversity within the 94%-white British media industry, Oredein decided to partner with Awoniyi to create Black Ballad, a platform that works to elevate and unite the voices of black women in Britain. Through paid subscriptions, a newsletter and events, Black Ballad fosters conversations about mental health, politics, dating, beauty and higher education. Since its founding, it has employed dozens of black, female writers and partnered with 25 black-owned businesses.",,,FALSE,
30 Under 30 - Europe - Media & Marketing,Jamie Bolding,26,United Kingdom,Founder, Jungle Creations,"As content consumption becomes more and more digitized and content consumers trade in text for videos, advertisers, too, are turning to the medium, hoping to market their products in the viral videos that have become popular across Facebook, Instagram and YouTube feeds. Bolding's Jungle Creations is making that happen. The marketing company, which has 155 employees and offices in London, New York and Los Angeles, creates videos for clients ranging from Oreo and Quaker to Disney and Apple, and pushes them out on various social platforms--including the company's 17 Facebook channels that together have over 50 million followers. Between sponsored and original content, the company's videos get over 5 billion views per month, which brought in $14.3 million last year.",https://www.linkedin.com/in/jamie-bolding-1bb7a6103,Jamie Bolding ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Wing Chan,26,United Kingdom,CMO, The Hut Group,"As CMO at The Hut Group, Chan heads the marketing efforts of the British E-Commerce heavyweight. Joining the company in 2012, Chan grew the Marketing team from 15 to over 250 as of today. His work has helped attract some of the company's 30 million customers, who visit to purchase health and beauty products.",https://www.linkedin.com/in/wingyungchan,Wing Yung Chan ,FALSE,NO
30 Under 30 - Europe - Media & Marketing,Emma Gannon,28,United Kingdom,Founder, Ctrl Alt Delete,"Condé Nast alum Gannon left the legacy brand to build Ctrl Alt Delete, her book and blog for millennial women, which she later parlayed into a podcast of the same name. Guests on her podcast, which has had over 1.5 million unique listeners since it began airing in 2016 and has sponsors like Natwest and HelloFresh, have included Lena Dunham, Gillian Anderson and more.",https://www.linkedin.com/in/emmagannon,Emma Gannon ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Ben Goldsmith,27,United Kingdom,Founder, Goldsmith Communications,"The founder of London-based strategic communications consultancy Goldsmith Communications, Goldsmith focuses on advising tech companies, as well as investors and established brands that want to enter the tech sector. Before founding the agency, Goldsmith served as Head of PR and Content at Balderton Capital. Besides his day to day work, he advises Diversity VC, a non-profit organization whose mission is to create a more representative VC industry.",https://uk.linkedin.com/in/ben-goldsmith-60005242,Ben Goldsmith ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Karoline Gross,29,United Kingdom,Founder, Smartzer,"In 2012, Gross founded Smartzer, a service to make online videos shoppable and interactive, and since then, she has accumulated an impressive list of clients, including LVMH, Valentino and Barbour. The videos have made social media platforms, including Instagram, Facebook and Snapchat, lucrative, with clients boasting a 51% rate of interaction and 10% clickthrough rate.",https://www.linkedin.com/in/karoline-gross-47a2b124,Karoline Gross ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Scott Kelly,27,United Kingdom,Art Director, Abbott Mead Vickers,"Originally from New Zealand, Kelly studied at the Massey University College of Creative Arts before making his way into the advertising industry. He has since claimed numerous Cannes Lions and D&amp;AD pencils in only five years, and has created projects for brands like Pedigree and Nimble. In 2016 his Flags of the Galaxy project went viral, receiving glowing write ups in everything from The Guardian to Wired. Most recently Kelly launched art project ""Signs of the Times"" with creative partner Ben Polkinghorne.",NO PROFILE,Carl Scott ,FALSE,YES
30 Under 30 - Europe - Media & Marketing,Marie Le Conte,26,United Kingdom,Journalist,,"A freelance reporter for outlets such as the Sunday Times, New Statesman, Politico and Vice, Le Conte writes about British and French politics. Before going solo, she worked for Buzzfeed News breaking the story of Nigel Farage's visit to Julian Assange which scored her a mention in a White House press briefing.",NO PROFILE,Marie Leconte - Teaching Assistant - linkedin.com,FALSE,YES
30 Under 30 - Europe - Media & Marketing,Julia Macfarlane,28,United Kingdom,TV Journalist, BBC News,"BBC journalist Julia Macfarlane works as a producer and on-screen reporter covering breaking international news. After working as a freelance photojournalist in Jakarta and teaching herself to film using her DSLR camera, she reported for the BBC throughout the Middle East, covering the Syrian Crisis, Israeli-Palestinian conflict and E.U. migrant crisis. In 2015 she returned to the U.K. to cover the general election as well as the European referendum for BBC Politics.",https://www.linkedin.com/in/juliamacfarlane,Julia Macfarlane ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Morgan Meaker,27,United Kingdom,Journalist,,"Freelance human rights journalist Morgan Meaker has written for a variety of publications including the BBC, Guardian, Reuters, Politico and Al Jazeera English. Specializing in ethnic, sexual and religious minority groups, Meaker helps to bring often hidden abuses--such as those against the LGBTQ+ in Kosovo, Moroccans in the Netherlands and the Roma in France--to light. When she's not writing and investigating, she hosts journalism workshops in south London schools with the goal of helping to diversify the media industry,",https://www.linkedin.com/in/morgan-meaker-b9a23145,Morgan Meaker ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Guillaume Le Pape,28,United Kingdom,Cofounders, Mobkoi,"Mobkoi, the agency of French brothers Quentin and Guillaume Le Pape, uses the latest in mobile ad technology to help premium brands effectively reach and engage with their clients' audiences. A white-listing process enables brands to pick individual websites where their ads are going to run and thus ensures brand safety. MOBKOI's portfolio includes over 100 brands such as Microsoft, Nespresso and Dior, and 1,000 publishers like the BBC, Bloomberg and Vogue. Following the acquisition of a majority stake by You &amp; Mr Jones, Mobkoi will expand operations with new offices in New York, Dubai, Singapore and Sydney.",https://www.linkedin.com/in/guillaume-le-pape-93367521,Guillaume Le Pape ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Quentin Le Pape,30,United Kingdom,Cofounders, Mobkoi,"Mobkoi, the agency of French brothers Quentin and Guillaume Le Pape, uses the latest in mobile ad technology to help premium brands effectively reach and engage with their clients' audiences. A white-listing process enables brands to pick individual websites where their ads are going to run and thus ensures brand safety. MOBKOI's portfolio includes over 100 brands such as Microsoft, Nespresso and Dior, and 1,000 publishers like the BBC, Bloomberg and Vogue. Following the acquisition of a majority stake by You &amp; Mr Jones, Mobkoi will expand operations with new offices in New York, Dubai, Singapore and Sydney.",,,FALSE,
30 Under 30 - Europe - Media & Marketing,Charlie Northcott,26,United Kingdom,Senior Journalist, BBC News,"A British-Canadian journalist, videographer and photographer who spent much of the beginning of his career in Africa, Northcott was a launch producer for BBC Pidgin, the first international news site to serve West Africa's 75 million Pidgin English speakers and the BBC World Service's largest expansion in decades. Northcott, who has worked on video features around the world, embedded with a team of 15 Nigerian and Ghanaian journalists, training them over a number of months with the goal of making BBC Pidgin self-sustainable. But Charlie has also crossed the Atlantic, covering the 2016 U.S. election for the BBC through the then-new medium of Instagram stories.",NO PROFILE,30+ Charlie profiles at Bbc-news ,FALSE,YES
30 Under 30 - Europe - Media & Marketing,Marcus Taylor,26,United Kingdom,Cofounder, Venture Harbour,"Venture Harbour is responsible for building and funding ventures that have helped hundreds of companies grow their businesses online. Leadformly, a software service that helps capture more leads, has about 150 paying customers and has had trained over 500 companies in lead generation through its free webinars. BrokerNotes has helped about 60,000 traders find suitable and reputable brokers, while Marketing Automation Insider similarly helps marketers find the best software.",https://www.linkedin.com/in/marcustaylor100,Marcus Taylor ,TRUE,NO
